id,ingredients,ingredients_en,ingredient_list,ingredient_list_en,directions,directions_en,raw_text,title,url,,,
r34,papa; sal; huevo; queso; manteca,potato; salt; egg; cheese; oil,1 1/2 libras de papas; 1 cucharada de sal; 2 huevos; 1 taza de queso rallado; 1/2 libra de manteca,1 1/2 pounds of potatoes; 1 tablespoon salt; 2 eggs; 1 cup grated cheese; 1/2 pound butter,Hierva y maje las papas.; Añádale los huevos y el queso y fría en manteca.,Boil and mash the potatoes.; Add the eggs and cheese and fry in butter.,"(4 raciones).
~
1 1-2 libras de papas
1 cucharada de sal
2 huevos
1 taza de queso rallado
1-2 libra de manteca
Hierva y maje las papas. Añádale los huevos y el queso y fría
en manteca.",frituras de papa,https://chroniclingamerica.loc.gov/lccn/sn82001257/1954-02-03/ed-1/seq-4/,,,
r35,papa; sal; huevo; harina; carne,potato; salt; egg; flour; beef,2 libras de papas; 1 cucharadita de sal; 2 huevos batidos; 4 cucharadas de harina; 2 tazas de picadillo de carne para relleno,2 pounds of potatoes; 1 teaspoon salt; 2 beaten eggs; 4 tablespoons flour; 2 cups minced meat filling,"Hierva y maje las papas.; Añádale la sal, los huevos y la harina.; Divida en dos porciones.; Ponga una parte en un molde engrasado de manera que cubra todo el molde.; Eche el picadillo y extiéndalo y rubra con el resto de las papas.; Cueza en horno moderado a 350 grados F por 30 o 40 minutos.","Boil and mash the potatoes.; Add salt, eggs, and flour.; Divide into two portions.; Put a part in a greased mold so that it covers the entire mold.; Pour the ground beef and spread it and rub with the rest of the potatoes.; Cook in a moderate oven at 350 degrees F for 30 or 40 minutes.","6 raciones
2 libras de papas
1 cucharadita de sal
2 huevos batidos
4 cucharadas de harina
2 tazas de picadillo de carne para relleno
Hierva y maje las papas. Añádale la sal, los huevos y la hari- na. Divida en dos porciones.
Ponga una parte en un molde
engrasado de manera que eubra
todo el molde. Eche el picadillo
y extiéndalo y rubra con el resto de las papas. Cueza en horno
moderado a 350 grados F. por
30 o 40 minutos.",pastelon de papas,https://chroniclingamerica.loc.gov/lccn/sn82001257/1954-03-12/ed-1/seq-4/,,,
r36,"agua; cebada; azúcar;
jugo de limón",water; barley; sugar; lemon juice,"6 vasos; 4 tazas de agua caliente; 4 cucharadas de cebada en polvo;
1 taza de azúcar; 1 1/2 cucharaditas de jugo de
limón",6 glasses; 4 cups of hot water; 4 tablespoons barley powder; 1 cup sugar; 1 1/2 teaspoons juice lemon,"Mezcle la cebada con un poco de agua fría, añada el agua caliente e hierva por algunos minutos, moviendo constantemente.; Cuele la' cebada, añada el azúcar y el jugo de limón.; Sirva
bien frío.","Mix the barley with a little cold water, add the hot water and boil for a few minutes, stirring constantly.; Strain the barley, add the sugar and lemon juice.; Serve very cold.","6 vasos
4 tazas de agua caliente
4 cucharadas de cebada en polvo
1 taza de azúcar
1 1-2 cucharaditas de jugo de
limón
Mezcle la cebada con un poco
de agua fría, añada el agua caliente e hierva por algunos minutos, moviendo constantemente,
j Cuele la' cebada, añada el azú- car y el jugo de limón. Sirvo
bien frío.",refresco de cebada,https://chroniclingamerica.loc.gov/lccn/sn82001257/1954-05-01/ed-1/seq-5/,,,
r37,garbanzos; guisantes; chorizos; orégano; laurel; perejil; cebolla; pimiento; aceite; sal,garbanzo beans; peas; chorizo; oregano; bay leaf; parsley; onion; pepper; oil; salt,1 taza de garbanzos; 1 taza de guisantes; 3 chorizos colorados; 1 cucharadila de orégano; 2 hojitas de laurel; 1 ramita de perejil; 1 cebolla; 1 pimiento; aceite; sal,1 cup chickpeas; 1 cup peas; 3 red chorizos; 1 teaspoon oregano; 2 bay leaflets; 1 sprig of parsley; 1 onion; 1 pepper; oil; salt,"Se dejan en remojo desde el día anterior los garbanzos y los guisantes, después de lavarlos bien.; Se ponen a hervir en la misma agua en que han amanecido.; Cuando tomen punto se les agrega el laurel, el orégano, el perejil, se pican la cebolla y ios pimientos y se les saltea en aceite con una pizca de sal y se les añade esto junto con los chorizos en trozos.; Se revuelve, se deja reducir bien la salsa y se sirve muy caliente.","Wash chickpeas and peas well and leave soaking overnight.; Boil them in the same water in which they have soaked.; Once softened, add the bay leaf, oregano, parsley.; Chop the onion and peppers and sauté in oil with a pinch of salt. ; Add the chorizos in pieces, and stir.; Continue to stir to allow the sauce to reduce well and serve very hot.","1 taza de garbanzos
1 taza de guisantes
3 chorizos colorados
1 cucharadila de orégano
2 hojitas de laurel
1 ramita de perejil
1 cebolla 1 pimiento
Aceite y sal
Se dejan en remojo desde
el día anterior los garbanzos y
los guisantes, después de lavarlos
bien. Se ponen a hervir en la
misma agua en que han amanecido. Cuando tomen punto se les
agrega el laurel, el orégano, el
perejil, se pican la cebolla y
ios pimientos y se les saltea en
aceite con una pizca de sal y se
les añade esto junto con los chorizos en trozos. Se revuelve, se
deja reducir bien la salsa y se
sirve muy caliente.",potaje campesino,https://chroniclingamerica.loc.gov/lccn/sn82001257/1954-05-05/ed-1/seq-5/,,,
r38,arroz; sal; huevo; pimienta; perejil; leche; polvo de galletas; pan tostado,rice; salt; egg; pepper; parsley; milk; crackermeal; toasted bread,"2 tazas de arroz blanco cocido; 1/4 cucharadita de sal;
1 huevo batido;
1/2 cucharadita de pimienta;
2 cucharadas de perejil picado;
3 cucharadas de leche;
1 taza de polvo de galletas o
pan tostado","2 cups cooked white rice; 1/4 teaspoon salt;
1 beaten egg;
1/2 teaspoon pepper;
2 tablespoons chopped parsley;
3 tablespoons of milk;
1 cup cracker meal or
toast
","Al arroz cocido añádale el huevo, la pimienta, sal, perejil, y leche.; Forme las croquetas y espolvoréelas con el polvo de galletas (o pan tostado).; Fríalas en manteca caliente y abundante y escúrralas sobre papel absorbente.; Puede usarse queso en lugar de perejil.","Add egg, pepper, salt, parsley, and milk to cooked rice.; Form the croquettes and sprinkle with the cracker meal (or toast).; Fry them in hot and abundant butter and drain them on absorbent paper.; Cheese can be used instead of parsley.","2 tazas de arroz blanco cocido.
Vi cucharadita de sal
1 huevo batido.
V¿ cucharadita de pimienta.
2 cucharadas de perejil picado.
3 cucharadas de leche.
1 taza de polvo de galletas o pan tostado.
Ai arroz cocido añádale el huevo, la pimienta, sal, perejil, y leche. Forme las croquetas y espolvoréelas con el polvo de galletas.
Fríalas en manteca caliente y
abundante y escúrralas sobre papel absorbente. Puede usarse queso en lugar de perejil.",croquetas de arroz,https://chroniclingamerica.loc.gov/lccn/sn82001257/1954-08-17/ed-1/seq-5/,,,
r39,ajo; pimienta en grano; sal; aceite; agua; vinagre; tomate; cebolla; pepinillos; pimiento,garlic; peppercorn; salt; oil; water; vinegar; tomato; onion; pickles; pepper,"1 diente de ajo; 1/4 cucharadita de pimienta en
grano; 1/2 cucharadita de sal;
3 cucharadas de aceite; 4 tazas de agua; 2 cucharadas de vinagre; 4 tomates picados; 2 cebollas picadas; 2 pepinillos picados; 2 pimientos picados","1 clove of garlic; 1/4 teaspoon peppercorns; 1/2 teaspoon salt; 3 tablespoons of oil; 4 cups of water; 2 tablespoons vinegar; 4 chopped tomatoes; 2 chopped onions; 2 chopped pickles; 2 peppers, chopped","Muela el ajo junto con la pimienta, la sal y añada el aceite, el agua y el vinagre.; Cuele y agregue a las hortalizas picadas.; Ponga en la nevera por varias horas y añada cuadritos de pan antes de servirlo.","Grind the garlic along with the pepper, salt and add the oil, water and vinegar.; Strain and add to chopped vegetables.; Put in the fridge for several hours and add slices of bread before serving.","1 diente de ajo
1-4 cucharadita de pimienta fti
grano
1-2 cucharadita de sal
3 cucharadas de aceite
4 tazas de agua
2 cucharadas de vinagre
4 tomates picados
2 cebollas picadas
2 pepinillos picados
2 pimientos picados
Muela el ajo junto con la pimienta, la sal y añada el aceite,
el agua y el vinagre. Cuele y agregue a las hortalizas picadas. Ponga en la nevera por varias horas y
añada cuadritos de pan antes de
servirlo.",gaspacho,https://chroniclingamerica.loc.gov/lccn/sn82001257/1955-07-28/ed-1/seq-5/,,,
r40,"carne; ajo; sal; pimienta negra; 
jugo de limón; vinagre de sidra;
polvos de chili; orégano; salsa de tomate",meat; garlic; salt; black pepper; lemon juice; apple cider vinegar; chili powder; oregano; tomato sauce,"1 1/2 libras de carne de bisté
(beefsteak); 2 dientes de ajo; 1 cucharadita de sal; 3/4 cucharadita de pimienta
negra en polvo; 
1 cucharadita de jugo de limón; 1 cucharadita de vinagre de sidra;
1/2 cucharadita de polvos de
chili; 1 cucharadita de hojas de orégano partidas; 2 latas de 8 onzas de salsa de tomate","1 1/2 pounds steak meat
(beefsteak); 2 cloves of garlic; 1 teaspoon salt; 3/4 teaspoon 
ground black pepper; 
1 teaspoon lemon juice; 1 teaspoon cider vinegar;
1/2 teaspoon powders
chili; 1 teaspoon split oregano leaves; 2 8-ounce cans of tomato sauce
","Corte la carne en 4 raciones.; Maje los ajos y mezcle con la sal y la pimienta.; Adobe la carne con ésto por todos lados.; Combine el jugo de limón y el vinagre, los polvos chili y el orégano.; Eche sobre la carne y déjelo asi remojado por tres horas.; Luego póngalo en un molde y rocíele la salsa de tomate.; Ase por 15 minutos o hasta que se dore por uno de los lados, luego vírelo por el otro, y déjelo otros 15 minutos, o hasta que esté completamente marrón y tierna.; Para 4 raciones.","Cut the meat into 4 servings.;Mash the garlic and mix with the salt and pepper.;Season the meat with garlic mixture.;Combine lemon juice, vinegar, chili powder and oregano.;Pour over the meat and leave it soaking for three hours.;Then put it in a mold and sprinkle the tomato sauce.;Roast for 15 minutes or until browned on one side. ;Pour some of the sauce over it on the other side and leave it for another 15 minutes, or until it is completely brown and tender.;Serves 4","1 1/2 libras de carne de bisté
(beefsteak)
2 dientes de ajo
1 cucharadita de sal
1/4 cucharadita de pimienta
negra en polvo
1 cucharadita de jugo de limón
món
1 cucharadita de vinagre de
sidra
1/2 cucharadita de polvos de
chili
1 cucharadita de hojas de orégano partidas
2 latas de 8 onzas de salsa de
tomate
Corte la carne en 4 raciones.
Maje los ajos y mezcle con la
sai y la pimienta. Adobe la carne con ésto por todos lados.
Combine el jugo de limón y el
vinagre, los polvos chili y el
orégano. Eche sobre la carne y déjelo asi remojado por tres
horas.
Luego póngalo en un molde y
rocíele la salsa de tomate. Ase
por 15 minutos o hasta que se
dore por uno de los lados, luego vírelo por el otro, y déjelo
otros 15 minutos, o hasta que
esté completamente marrón y
tierna. Para 4 raciones.",carne a la parisienne,https://chroniclingamerica.loc.gov/lccn/sn82001257/1956-02-16/ed-1/seq-5/,,,
r41,seso; huevo; pan; queso; mantequilla; sal; pimienta,brain; egg; bread; cheese; butter; salt; pepper,1 seso; 2 huevos batidos; 4 cucharadas de pan rallado; 6 cucharadas de queso rallado; 2 cucharadas de mantequilla; 1 cucharadita de sal; 1/8 cucharadita dé pimienta,1 brain; 2 beaten eggs; 4 tablespoons of breadcrumbs; 6 tablespoons grated cheese; 2 tablespoons butter; 1 teaspoon salt; 1/8 teaspoon pepper,"Hierva el seso, maje y cuele por un colador de tejido abierto.; Agregue los huevos, el pan, el queso, la mantequilla, la sal y la pimienta.; Sazónelo a gusto y échelo en un molde engrasado.; Hornee a una temperatura de 350 grados F por 30 minutos.","Boil the brain, mash and strain through a cheesecloth.; Add the eggs, bread, cheese, butter, salt and pepper.; Season it to taste and pour it into a greased mold.; Bake at a temperature of 350 degrees F for 30 minutes.","1 seso 2 huevos batidos
4 cucharadas de pan rallado
6 cucharadas de queso rallado
2 cucharadas de mantequilla
1 cucharadita de sal
1-8 cucharadita dé pimienta
Hierva el seso, maje y cuele
por un colador de tejido abierto.
Agregue los huevos, el pan, el
queso, la mantequilla, la sal y la
pimienta. Sazónelo a gusto y échelo en un molde engrasado.
Hornee a una temperatura de
350 grados F. por 30 minutos.",budin de seso,https://chroniclingamerica.loc.gov/lccn/sn82001257/1956-10-05/ed-1/seq-5/,,,
r42,bacalao; aceite; cebollas; salsa de tomate; aceituna; alcaparra; ajo; papa; pimiento; pasas,cod; oil; onions; tomato sauce; olive; caper; garlic; potato; pepper; raisin,"1 libra de bacalao; 1/2 taza de aceite de oliva; 2 cebollas rebanadas; 1/2 taza de salsa de tomate; 1/2 taza de aceitunas; 1 cucharada de alcaparras; 2 dientes de ajo; 1 libra de papas rebanadas; 2 pimientos maduros asados;
1/4 taza de pasas","1 pound of cod; 1/2 cup olive oil; 2 sliced onions; 1/2 cup tomato sauce; 1/2 cup olives; 1 tablespoon capers; 2 cloves of garlic; 1 pound sliced potatoes; 2 roasted ripe peppers;
1/4 cup raisins","Ponga el bacalao en agua caliente, quite el pellejo y las espinas y corte en pedazos de tamaño mediano.; En una cazuela ponga camadas de bacalao, cebollas y papas, las salsa de tomate, las aceitunas, las alcaparras y las pasas, el ajo y tiras de pimientos.; Vierta el aceite y cueza a juego lento durante 30 minutos.; Puede conocerse en el horno.","Put the cod in hot water, remove the skin and bones and cut into medium-sized pieces.; In a casserole dish, put pieces of cod, onions and potatoes, tomato sauce, olives, capers and raisins, garlic and strips of peppers.; Pour the oil and cook slowly for 30 minutes.; It can be baked in the oven.","BACALAO A LA VIZCAINA
1 libra de bacalao
1-2 taza de aceite de oliva
2 cebollas rebanadas
1-2 taza de salsa de tomate
1-2taza de aceitunas
1 cucharada de alcaparras
2 dientes de ajo
1 libra de papas rebanadas
2 pimientos maduros asados
1-4 taza de pasas
Ponga el bacalao en agua caliente, quite el pellejo y las es- pinas y corte en pedazos de tamaño mediano. En una cazuela
ponga camadas de bacalao, cebollas y papas, las salsa de tomate,
las aceitunas, las alcaparras y las
pasas, el ajo y tiras de pimientos. Vierta el aceite y cueza a juego lento durante 30 minutos. Puede conocerse en el hor-no.",bacalo a la vizcaina,https://chroniclingamerica.loc.gov/lccn/sn82001257/1956-10-20/ed-1/seq-5/,,,
r43,apio; mantequilla; tomate; agua; arroz; cebolla; azúcar; sal; salsa Worcestershire,celery; butter; tomato; water; rice; onion; sugar; salt; Worcestershire sauce,"1 taza de apio con sus hojas,
cortado; 2 cucharadas de mantequilla; 2 1/2 tazas de tomate picado; 8 taza de agua; 1 1/4 de taza de arroz; 1 1/2 taza de cebolla, cortada
fina; 1 cucharada de azúcar; 4 cucharaditas de sal; 1/2 cucharadita de la salsa in
glesa Worcestershire o
Perrins.","1 cup celery with its leaves, cut; 2 tablespoons butter; 2 1/2 cups chopped tomato; 8 cups of water; 1 1/4 cup rice; 1 1/2 cups onion, chopped fine; 1 tablespoon sugar; 4 teaspoons salt; 1/2 teaspoons Worcestershire sauce","Saltee el apio en mantequilla durante 3 minutos.; Ponga el tomate y el agua.; Haga hervir, eche la cebolla, azúcar, sal y salsa inglesa.; Deje hervir durante 30 minutos.; Agregue el arroz y hierva durante 30 minutos más, siempre con la cacerola tapada.; Tiempo: 1 hora 15 minutos.","Sauté the celery in butter for 3 minutes.;Add the tomato and water. ;Bring to a boil, add the onion, sugar, salt and Worcestershire sauce.;Bring to a boil for 30 minutes.;Add the rice and boil for 30 more minutes, always with the saucepan covered.;Time: 1 hour 15 minutes.","1 taza de apio con sus hojas,
cortado
2 cucharadas de mantequilla
2Vi tazas de tomate picado
8 taza de agua
'% de taza de arroz
IVi taza de cebolla, cortada
fina
1 cucharada de azúcar
4 cucharaditas de sal
Vi cucharadita de la salsa inglesa Worcestershire o Perrins.
Saltee el apio en mantequilla du- rante 3 minutos. Ponga el tomate
y el agua. Haga hervir, eche la ce- bolla, azúcar, sal y salsa inglesa.
Deje hervir durante 30 minutos.
Agregue el arroz y hierva durante
30 minutos más, siempre con la
cacerola tapada. Tiempo: 1 hora
15 minutos.",creole beef gumpo,https://chroniclingamerica.loc.gov/lccn/sn82001257/1956-10-25/ed-1/seq-5/,,,
r44,huevo; azúcar; jugo de naranja,egg; sugar; orange juice,6 yemas de huevo; 1 taza de azúcar; 4 tazas de jugo de naranja; 6 claras batidas,6 egg yolks; 1 cup sugar; 4 cups orange juice; 6 egg whites,Bata juntos las yemas y el azúcar.; Añada el jugo a las yemas; mezcle bien y cuele.; Sirva bien frío adornado con las claras batidas a punto de merengue.,Beat the yolks and sugar together.; Add the juice to the yolks; mix well and strain.; Serve very cold garnished with the meringue.,"6 yemas de huevo
1 taza de azúcar
4 tazas de jugo de naranja
6 claras batidas
Bata juntos las yemas y el azú- car. Añada el jugo a las yemas; mezcle bien y cuele. Sirva
bien frío adornado con las claras batidas a punto de merengue.",ponche de naranjas,https://chroniclingamerica.loc.gov/lccn/sn82001257/1956-11-16/ed-1/seq-5/,,,
r45,harina de maís; agua; sal; carne de cerdo; cebolla; jamón; manteca; pimiento; tomate,corn flour; water; salt; pork; onion; ham; oil; pepper; tomato,2 tazas de harina de maís; 4 tazas de agua; 1 cucharadita de sal; 1 libra de carne de cerdo; 1 cebolla; 2 onzas de jamón; 3 cucharadas de manteca; 1 pimiento; 1 tomate; 1 cucharadita de sal; manteca,2 cups cornmeal; 4 cups of water; 1 teaspoon salt; 1 pound of pork; 1 onion; 2 ounces of ham; 3 tablespoons oil; 1 pepper; 1 tomato; 1 teaspoon salt; lard,"Prepare un funche duro usando la harina, el agua y la sal.; Muela en la máquina los demás ingredientes y añádale la sal.; Cueza a fuego lento.; Sazone a gusto.; Sobre una hoja de plátano engrasada, eche dos cucharadas de funche y extiéndalo en forma de círculo.; Ponga una cucharada de relleno en el centro y doble en dos afirmando las orillas para que se unan.; Fría en manteca caliente y escurra sobre papel absorbente.","Prepare a thick polenta using cornmeal, water and salt. ;Grind the other ingredients and add the salt.;Simmer. Season to taste.;On a greased banana leaf, pour two tablespoons of the polenta and spread it in a circle.;Add a tablespoon of filling in the center and fold in two affirming the edges so that they come together.;Fry in hot oil and drain on absorbent paper.","2 tazas de harina de maís
4 tazas de agua
1 cucharadita de sal
1 libra de carne de cerdo
1 cebolla
2 onzas de jamón
3 cucharadas de manteca
1 pimiento
1 tomate
1 cucharadita de sal
Manteca
Prepare un funche duro usan- do la harina, el agua y la sal.
Muela en la máquina los demás
ingredientes y añádale la sal.
Cueza a fuego lento. Sazone a gusto. Sobre una hoja de plátano
engrasada, eche dos cucharadas
de funche y extiéndalo en forma
de círculo. Ponga una cucharada
de relleno en el centro y doble en dos afirmando las orillas para
que se unan. Fría en manteca
caliente y escurra sobre papel
absorbente.",pastelillos de maiz,https://chroniclingamerica.loc.gov/lccn/sn82001257/1956-11-25/ed-1/seq-5/,,,
r46,batata; azúcar; canela;  harina;  leche; mantequilla; huevo; sal,"sweet potato; sugar; cinnamon;  flour;  milk; butter; egg; salt
","1 libra de batata hervida y majada; 1/2 taza de azúcar; 1/4 cucharadita de canela; 1/4 taza de harina de trigo; 1/4 taza de leche; 2 cucharadas de mantequilla
derretida; 2 huevos batidos;
1/4 cucharadita de sal",1 pound sweet potato boiled and mashed; 1/2 cup sugar; 1/4 teaspoon cinnamon; 1/4 cup wheat flour; 1/4 cup milk; 2 tablespoons butter melted; 2 beaten eggs; 1/4 teaspoon salt,"Mezcle los ingredientes en el orden que aparecen, bata para unirlos bien.; Vierta en un molde éngrasado y cueza en horno de calor moderado de 20 a 30 minutos.","Mix the ingredients in the order they appear, beat to join them well.;Pour into a greased mold and cook in a moderate heat oven for 20 to 30 minutes.","1 libra de batata hervida y majada
1-2 taza de azúcar
1-4 cucharadita de canela
1-4 taza de harina de trigo
1-4 taza de leche
2 cucharadas de mantequilla
derretida
2 huevos batidos
1-4 cucharadita de sal
Mezcle los ingredientes en el
arden que aparecen, bata para
inirlos bien. Vierta en un molde éngrasado y cueza en horno
de calor moderado de 20 a 30
minutos.",budin de batata,https://chroniclingamerica.loc.gov/lccn/sn82001257/1956-12-06/ed-1/seq-5/,,,
r47,gelatina; agua; jugo de naranja; fruta,gelatin; water; orange juice; fruit,2 paquetes de gelatina con sabor de naranja; 2 tazas de agua hirviendo; 1 3/4 taza de jugo de naranja; fruta fresca,2 packets of orange-flavored gelatin; 2 cups boiling water; 1 3/4 cup orange juice; fresh fruit,"Disuelva la gelatina en el agua hirviendo.; Añada el jugo de naranja.; Eche en un molde de rosca de 1 litro de capacidad y enfríe hasta que quede firme.; Saque del molde y vierta en un plato de servir.; En el centro del molde, coloque fruta fresca.","Dissolve the gelatin in the boiling water.; Add the orange juice.; Pour into a 1 liter capacity thread mold and cool until firm.; Remove from the pan and pour into a serving plate.; In the center of the mold, place fresh fruit.","2 paquetes de gelatina con sa- bor de naranja
2 tazas de agua hirviendo
1 3-4 taza de jugo de naranja
Fruta fresca
Disuelva la gelatina en el agua
hirviendo. Añada el jugo de naranja. Eche en un molde de rosca de 1 litro de capacidad y en- fríe hasta que quede firme. Saque del molde y vierta en un plato de servir. En el centro del
molde, coloque fruta fresca.",rosca de naranja y fruta fresca,https://chroniclingamerica.loc.gov/lccn/sn82001257/1956-12-08/ed-1/seq-5/,,,
r48,papa; apio; pimiento; mayonesa; sal de cebolla; polvo de ajo; pimienta; lechuga; huevo; salchichón; aderezo de tomate,potato; celery; pepper; mayonnaise; onion powder; garlic powder; pepper; lettuce; egg; sausage; tomato dressing,"6 tazas de papas cocidas y
cortadas en dados; 1 1/2 taza de apio picado; 6 cucharadas de pimiento,
picado; 3/4 taza de Mayonesa Kraft; 1 cucharada de sal de cebolla o ajo si prefiere; pimienta recién molida; lechuga; huevos duros; 7 rebanadas de salchichón; 6 cucharadas de aderezo de tomate","6 cups cooked potatoes and
diced; 1 1/2 cup chopped celery; 6 tablespoons crushed pepper; 3/4 cup Kraft Mayonnaise; 1 tablespoon of onion or garlic salt if you prefer; freshly ground pepper; lettuce; hard-boiled eggs; 7 slices of sausage; 6 tablespoons tomato dressing","Se revuelven las papas, el apio y el pimiento con la mayonesa.; Se agregan la sal y la pimienta al gusto.; Póngase un montículo de ensalada sobre lechuga arreglada en un plato.; Se guarnece la ensalada con
lechuga y se acomodan los huevos en forma de concha.; Disponga rebanadas de salchichón en forma de barquillos, rellene éstos de aderezo de tomate y colóquelos en torno de la ensalada.","Stir the potatoes, celery and pepper with the mayonnaise.; Salt and pepper are added to taste.; Put a mound of salad on arranged lettuce on a plate.; Garnish the salad with
lettuce and shell-shaped eggs are arranged.; Arrange slices of sausage in the form of wafers, fill these with tomato dressing and place them around the salad.
","6 tazas de papas cocidas y
cortadas en dados
1 1/2 taza de apio picado
6 cucharadas de pimiento,
picado 3/4 taza de Mayonesa Kraft
1 cucharada de sal de cebolla o ajo si prefiere
Pimienta recién molida
Lechuga
Huevos duros
7 rebanadas de salchichón
6 cucharadas de aderezo de '
tomate
Se revuelven las papas, el apio
y el pimiento con la mayonesa.
Se agregan la sal y la pimienta
al gusto. Póngase un montículo de ensalada sobre lechuga
arreglada en un plato.
Se guarnece la ensalada con lechuga y se acomodan los huevos en forma de concha.
Disponga rebanadas de salchichón en forma de barquillos, re- llene éstos de aderezo de tomate
y colóquelos en torno de la en- salada.",ensalada de papas a la etiqueta,https://chroniclingamerica.loc.gov/lccn/sn82001257/1957-01-05/ed-1/seq-5/,,,
r49,cebolla; manteca; jamón; tomate; anchoa; arroz; caldo de gallina; gallina; queso,onion; oil; ham; tomato; anchovy; rice; chicken broth; chicken; cheese,"1/2 libra de cebollas picadas; 4 cucharadas de manteca; 4 onzas de jamón partido; 3 tomates partidos; 3 anchoas partidas; 1 1/2 libras de arroz; 3 tazas de caldo de gallina; 1 pechuga de gallina picada; 1/2 taza de queso parmesano
rallado","1/2 pound chopped onions; 4 tablespoons butter; 4 ounces of broken ham; 3 split tomatoes; 3 split anchovies; 1 1/2 pounds of rice; 3 cups chicken broth; 1 minced chicken breast; 1/2 cup grated parmesan cheese
","Dore las cebollas y añada el jamón, los tomates, las anchoas, y sofría.; Agregue el arroz, revuelva y sofría.; Agregue el caldo y la gallina.; Cuando el arroz esté casi seco, añada el queso, revuelva, vierta en un molde en grasado y espolvoree con galleta molida.; Ponga en un horno de calor moderado por 15 minutos, o sobre la hornilla con brasas en la tapa.","Sauté and brown the onions and add the ham, tomatoes, anchovies.;Add the rice, stir and sauté.;Add the broth and chicken.;When the rice is almost dry, add the cheese, stir, and pour into a grease mold. Sprinkle with ground cracker.;Bake in a moderate heat oven for 15 minutes, or cook on the stove with the lid on.
","1-2 libra de cebollas picadas 4 cucharadas de manteca
4 onzas de jamón partido
3 tomates partidos
3 anchoas partidas
1-1-2 libras de arroz 3 tazas de caldo de gallina
1 pechuga de gallina picada
1-2 taza de queso parmesano
rrallado
Dore las cebollas y añada el
jamón, los tomates, las anchoas,
y sofría. Agregue el arroz, re- vuelva y sofría. Agregue el caldo y la gallina. Cuando el arroz esté casi seco, añada el queso,
revuelva, vierta en un molde en- grasado y espolvoree con galleta
molida. Ponga en un horno de
calor moderado por 15 minutos, o sobre la hornilla con brasas en la tapa.",arroz a la italiana,https://chroniclingamerica.loc.gov/lccn/sn82001257/1957-01-11/ed-1/seq-5/,,,
r50,mantequilla; sal; pimienta; harina; leche; cebolla; papa,butter; salt; pepper; flour; milk; onion; potato,6 cucharadas de mantequilla; 2 cucharaditas de sal; 1/4 cucharadita de pimienta; 3 cucharadas de harina de trigo; 6 tazas de leche caliente; 1 cucharada de cebolla rallada; 2 tazas de papas majadas,"6 tablespoons butter; 2 teaspoons salt; 1/4 teaspoon pepper; 3 tablespoons wheat flour; 6 cups of hot milk; 1 tablespoon grated onion; 2 cups mashed potatoes
","Prepare la salsa blanca derritiendo la mantequilla.; Añadala sal, la pimienta y la harina y mueva hasta formar uná pasta.; Eche la leche caliente y la cebolla y mueva constantemente.; Cuando hierva agregue las papas majadas.; Sirva caliente.","Prepare the bechamel by melting the butter.;Add salt, pepper and flour and stir until it forms a paste.;Pour the hot milk and onion and stir constantly.;When it boils add the mashed potatoes.;Serve hot.
","6 cucharadas de mantequilla
2 cucharaditas de sal
1-4 cucharadita de pimienta
3 cucharadas de harina de trigo.
6 tazas de leche caliente
1 cucharada de cebolla rallada.
2 tazas de papas majadas
Prepare la salsa blanca derritiendo la mantequilla. Añada
la sal, la pimienta y la harina
y mueva hasta formar uná pasta. Eche la leche caliente y la
cebolla y mueva constantemente.
Cuando hierva agregue las papas majadas. Sirva caliente.",sopa de papa a la crema,https://chroniclingamerica.loc.gov/lccn/sn82001257/1957-02-15/ed-1/seq-5/,,,
r51,hígado; harina; sal; aceite; laurel; manteca; vino; espinaca; papa,liver; flour; salt; oil; laurel; butter; wine; spinach; potato,"filetes de hígado; harina; sal; aceite; una hoja de laurel, 50 gramos de manteca; un vaso de vino Marsala; espinacas cocidas; papas cocidas","liver fillets; flour; salt; oil; a bay leaf, 50 grams of butter; a glass of Marsala wine; cooked spinach; lard; cooked potatoes","Cortar unos filetes de hígado tacándole la telita y los nervios y pasarlos por harina y condimentar con sal.; Poner en una sartén media tacita de aceite, calentar bien y dorar los bises; agregarles después una hoja de laurel, 50 gramos de manteca, un vaso de vino Marsala, tapar y dejar hervir despacito hasta que los filetes estén cocidos y la salsa reducida.; Servirlos acompañados con espinacas cocidas y rociadas con manteca y papas cocidas.","Cut some liver fillets by tucking the tails and nerves and pass them through flour and season with salt.; Put in a frying pan half a cup of oil, heat well and brown the encores; then add a bay leaf, 50 grams of butter, a glass of Marsala wine, cover and let it boil slowly until the fillets are cooked and the sauce reduced.; Serve them accompanied with cooked spinach and drizzled with butter and cooked potatoes.
","COCINA HUNGARA Cortar unos filetes de hígado
tacándole la telita y los nervios y pasarlos por harina; con- dimentar con sal.
Poner en una sartén media
tacita de aceite, calentar bien y
dorar los bises; agregarles después una hoja de laurel, 50 gramos de manteca, un vaso de vi- no Marsala, tapar y dejar hervir despacito hasta que los filetes estén cocidos y la salsa reducida. \
Servirlos acompañados con es- pinacas cocidas y rociadas con
manteca y papas cocidas.",filetes de higado,https://chroniclingamerica.loc.gov/lccn/sn82001257/1957-03-05/ed-1/seq-5/,,,
